Expediente,FechaRegistro,Calle,Numero,AlturaObra,Zona,Seccion,Manzana,Parcela,Barrio,Comuna,CodigoPostal,Tipo,MetrosCuadrados,Longitud,Latitud
34643512/18,2019-07-12,GUTENBERG,3023,3023/27,15,71,30,21,Agronomia,15,C1419IDI,Obra Mayor,121.33,-58.498099869718295,-34.5934875416082
26241573/18,2019-06-25,NAVARRO,2923,2923,15,71,42,29a,Agronomia,15,C1419HTE,Obra Media,520.85,-58.4953495785954,-34.5943273453435
10525744/18,2019-08-13,ZAMUDIO,3549,3549,15,61,134,12a,Agronomia,15,C1419EFA,Micro Obra,,-58.488757190349205,-34.5909977977615
32754162/18,2019-07-19,SANCHEZ DE LORIA,371,371/85,9,28,23,31,Almagro,5,C1173ACG,Obra Media,642,-58.41304965134871,-34.6139895506884
31134596/18,2019-08-30,"SALGUERO, JERONIMO",76,76/82,7,17,86,03A,Almagro,5,C1177ADB,Obra Mayor,6100.61,-58.4201850921523,-34.6100426626626
8756720/17,2019-08-26,DIAZ VELEZ AV.,4001,4001/09,7,17,67,26/27,Almagro,5,C1200AAH,Obra Menor,41.59,-58.4231683762875,-34.6084199396153
26746895/15,2019-06-28,DIAZ VELEZ AV.,4363,4363/69,9,17,28,18g,Almagro,5,C1200AAK,Obra Media,788.32,-58.4285386374425,-34.6084272495275
23544795/18,2019-07-15,CORRIENTES AV.,3841,3841/49,7,17,106,2l,Almagro,5,C1194AAE,Obra Mayor,915.44,-58.418631315936395,-34.6034081702219
25747086/19,2019-09-27,CORRIENTES AV.,3684,3684/700,9,13,17,8A,Almagro,5,C1194AAP,Obra Menor,279.14,-58.416622640912294,-34.6039713391011
25057060/18,2019-08-27,CORRIENTES AV.,3581,3581/89,9,13,29,21,Almagro,5,C1194AAB,Obra Media,1632.53,-58.415323665359296,-34.6035676400066
38054232/15,2019-07-11,CASTRO BARROS AV.,130,130/32,6,36,119,9,Almagro,5,C1178AAD,Micro Obra,,-58.4202253552458,-34.6134478662846
20278044/19,2019-09-30,BELGRANO,4226,4226/28,36,29,4,,Almagro,5,C1210AAX,Obra Menor,109,-58.4263376473092,-34.6161805125738
35315824/18,2019-09-27,"MITRE, BARTOLOME",3413,3413/15,9,13,24,9,Almagro,5,C1201AAM,Obra Media,1048.83,-58.41482655015,-34.6092233497424
15450486/19,2019-08-22,TREINTA Y TRES ORIENTALES,160,160,6,36,62,18,Almagro,5,C1182AED,Micro Obra,21.61,-58.424467978857,-34.6154763692461
19339341/19,2019-07-16,ESTADO DE ISRAEL AV.,4316,4316,7,17,36,2,Almagro,5,C1185AAP,Micro Obra,,-58.4267553048277,-34.5981456821526
29524017/17,2019-07-10,ESTADO DE ISRAEL AV.,4334,4334,7,17,36,4,Almagro,5,C1185AAP,Obra Mayor,2254.2,-58.4268918470764,-34.5982402250974
32558681/18,2019-06-27,GUARDIA VIEJA,3978,3978,7,17,94,10,Almagro,5,C1192AAN,Obra Media,1072.17,-58.420237068385106,-34.6008897349387
35068800/18,2019-09-04,GALLO,78,78,9,13,36,15,Almagro,5,C1172ABB,Obra Media,1865.15,-58.4142404846959,-34.607606540511
24681865/19,2019-09-27,MEDRANO AV.,828,828,7,17,83,37,Almagro,5,C1179AAP,Micro Obra,,-58.420901752857,-34.600322659413
10590783/19,2019-08-29,MEXICO,4381,4381,6,36,11,23,Almagro,5,C1223ACK,Micro Obra,,-58.4277161493497,-34.620515234169694
33505174/18,2019-07-19,POTOSI,4005,4005,7,17,68,9,Almagro,5,C1199ACG,Obra Mayor,695.82,-58.4230745439899,-34.6071264619005
29861522/18,2019-08-21,YATAY,1031,1031,7,17,35,18,Almagro,5,C1184ADS,Obra Media,1443.69,-58.427920894363204,-34.5996578842767
5511681/19,2019-08-15,MORENO,2681,2681,10,20,140,1B,Balvanera,3,C1094ABQ,Micro Obra,,-58.40395156664479,-34.613108722346695
29912720/18,2019-07-15,MATHEU,768,768/70,10,20,22,15,Balvanera,3,C1219AAD,Obra Mayor,1091.27,-58.3998568413585,-34.6181979908092
15030891/19,2019-08-20,GUARDIA VIEJA,3380,3380/82,9,13,52,8,Balvanera,3,C1192AAB,Obra Menor,41.63,-58.4124595136374,-34.602709362274
12379607/16,2019-08-08,ECUADOR,374,374/80,9,13,79,42,Balvanera,3,C1214ACD,Obra Media,808.71,-58.4086458878798,-34.6056786246793
33204158/18,2019-06-28,CHILE,2970,2970/80,9,28,50,31b,Balvanera,3,C1221ABB,Obra Mayor,5914.7,-58.407409497781,-34.6190281330443
26752049/18,2019-09-16,"GARDEL, CARLOS",3158,3158/62,9,13,70,5,Balvanera,3,C1215AAB,Obra Media,1568.86,-58.40943262954679,-34.6034258757113
33935729/18,2019-07-19,"ALSINA, ADOLFO",2298,2298,20,40,10,,Balvanera,3,C1090AAJ,Obra Mayor,1304.72,-58.398830015078104,-34.6121925382116
13422157/18,2019-08-08,"PERON, JUAN DOMINGO, TTE. GENERAL",2237,2237,11,9,44,30,Balvanera,3,C1040AAI,Obra Media,2419.18,-58.398325781608705,-34.6069227938193
26690896/16,2019-09-27,LAVALLE,2042,2042,11,9,62,7a,Balvanera,3,C1051ABF,Obra Media,2043.24,-58.396103404930706,-34.603496671196105
22182980/19,2019-08-07,LAVALLE,2337,2337,2,9,39,28,Balvanera,3,C1052AAA,Micro Obra,,-58.4001188560788,-34.6030733880891
15694425/19,2019-06-14,REPUBLICA BOLIVARIANA DE VENEZUELA,1933,1933,10,20,62,100,Balvanera,3,C1096ABG,Micro Obra,,-58.393735534950295,-34.6147868337598
22777835/19,2019-08-08,VIAMONTE,2979,2979,9,13,84,16,Balvanera,3,C1213ACE,Micro Obra,,-58.4073128927725,-34.600480345963604
5659771/18,2019-07-11,MENDOZA,3775,3775,16,39,5,7B,Belgrano,13,C1430BRI,Obra Media,967,-58.471055696701605,-34.5688430938351
10303918/17,2019-07-31,CUBA,2791,2791,16,27,25,9,Belgrano,13,C1428AES,Micro Obra,,-58.4600802739293,-34.5544624821856
31978887/18,2019-07-11,VIDAL,2074,2074/80,16,39,69,006J,Belgrano,13,C1428CSF,Obra Mayor,5614.41,-58.460389774191704,-34.5646347679645
20438142/16,2019-09-17,"SUCRE, ANTONIO JOSE DE, MCAL.",812,812/18,16,25,109,2a,Belgrano,13,C1428DUF,Micro Obra,,-58.438382463194294,-34.554227199106606
16150783/19,2019-07-12,ROOSEVELT FRANKLIN D.,1872,1872/76,16,27,57B,2a,Belgrano,13,C1428BNH,Obra Mayor,1716.3,-58.455573365668,-34.5546002917201
32603686/18,2019-09-16,DEL LIBERTADOR AV.,5723,5723/47,16,25,67,15d,Belgrano,13,C1428ARA,Obra Mayor,35828.66,-58.4451500589871,-34.559071946286004
16948216/19,2019-07-18,MONROE,2256,2256/72,16,25,14,5/6A/6B,Belgrano,13,C1428BLJ,Micro Obra,,-58.4583750102643,-34.5575915091991
29593287/19,2019-09-27,MONTAÑESES,2474,2474/76,16,25,59,26,Belgrano,13,C1428AQL,Obra Menor,162.05,-58.4520441810861,-34.5541059140451
21642777/19,2019-09-24,MENDOZA,3262,3262/66,16,39,42,3,Belgrano,13,C1428DLF,Obra Media,1708.5,-58.465684886862604,-34.565974607996004
33184981/18,2019-07-11,MONTAÑESES,2474,2474/76,16,25,59,26,Belgrano,13,C1428AQL,Obra Mayor,785.59,-58.4520441810861,-34.5541059140451
4108700/19,2019-06-27,"HERNANDEZ, JOSE",2030,2030/80,17,23,53,3C,Belgrano,13,C1426EOJ,Obra Menor,32.96,-58.4501041110439,-34.564099427936895
35221371/18,2019-06-19,ECHEVERRIA,1238,1238/64,16,25,82,9d,Belgrano,13,C1428DQN,Obra Mayor,2596.36,-58.4439689234921,-34.556303280394104
17904570/19,2019-07-29,DRAGONES,2140,2140/42,16,25,105,38,Belgrano,13,C1428AZH,Obra Mayor,475.08,-58.441735011975496,-34.552438650088895
32089043/18,2019-06-25,CRAMER AV.,2001,2001/05,16,39,69,9c,Belgrano,13,C1428CTE,Obra Mayor,4388.56,-58.4604692350338,-34.565575500306394
8315345/18,2019-08-13,CAZADORES,2151,2151/57,16,25,98,012b,Belgrano,13,C1428AVG,Obra Media,623.63,-58.4433713871854,-34.553344201224796
23412526/19,2019-08-23,CABILDO AV.,2586,2586/88,16,41,152,14,Belgrano,13,C1428AAU,Obra Media,584.52,-58.46069582350739,-34.5579320692776
23412526/19,2019-09-23,CABILDO AV.,2586,2586/88,16,41,152,14,Belgrano,13,C1428AAU,Obra Media,584.52,-58.46069582350739,-34.5579320692776
22244186/19,2019-08-06,CABILDO AV.,1956,1956/60,16,39,96,25,Belgrano,13,C1428AAO,Obra Menor,286.45,-58.4558700067774,-34.5636110582825
26763120/19,2019-08-29,CIUDAD DE LA PAZ,2775,2775/77,16,41,154,8,Belgrano,13,C1428CPU,Micro Obra,,-58.4623818989962,-34.556797980936
35412308/18,2019-08-20,ARTILLEROS,2437,5243/53,16,25,94,14a,Belgrano,13,C1428AUM,Obra Menor,177.16,-58.4470396136209,-34.5516142302327
20278002/19,2019-07-16,"BALBIN, RICARDO, DR. AV.",2422,2422/26,16,39,59,1E,Belgrano,13,C1428CVO,Micro Obra,,-58.46560817116921,-34.562781805495895
35316726/18,2019-08-27,ARRIBEÑOS,2263,2263/65,16,25,57,11,Belgrano,13,C1428APB,Obra Media,612.9,-58.451297473413,-34.5565803220522
24230160/19,2019-08-23,ZAPIOLA,2254,2254/62,16,39,50,6a,Belgrano,13,C1428CXH,Obra Menor,74.5,-58.464882046910894,-34.56474186688111
24230160/19,2019-09-20,ZAPIOLA,2254,2254/62,16,39,50,6a,Belgrano,13,C1428CXH,Micro Obra,,-58.464882046910894,-34.56474186688111
31378991/18,2019-08-28,ARCOS,1521,1521/39,17,23,50,12/13,Belgrano,13,C1426BGI,Obra Mayor,5310.37,-58.449026330901006,-34.5656073266509
23306438/19,2019-08-06,"SUCRE, ANTONIO JOSE DE, MCAL.",744,744/72,16,25,113,6a,Belgrano,13,C1428DUD,Micro Obra,,-58.4375394955946,-34.5539147525799
13763849/18,2019-08-07,ARTILLEROS,2256,2256,16,25,85,34b,Belgrano,13,C1428AUJ,Obra Menor,181.02,-58.4458936946453,-34.5533453001333
11120998/19,2019-06-05,ARTILLEROS,2360,2360,16,25,86,2F,Belgrano,13,C1428AUL,Obra Menor,288.09,-58.44670085069329,-34.5523749571048
35220456/18,2019-06-11,BLANCO ENCALADA,2950,2950,16,39,65,4A,Belgrano,13,C1428DDX,Micro Obra,7.89,-58.464199445437096,-34.5625131316521
20873322/19,2019-07-11,CRAMER AV.,2758,2758,16,41,99,29a,Belgrano,13,C1428CTT,Micro Obra,,-58.4665666587776,-34.5591552909903
32536513/18,2019-07-12,JURAMENTO AV.,2527,2527,16,39,91,,Belgrano,13,C1428DNQ,Obra Mayor,561.15,-58.4585114770475,-34.5624238165855
18068088/19,2019-07-10,"UGARTE, MANUEL",2525,2525,16,41,144,21,Belgrano,13,C1428BSM,Obra Mayor,1232.23,-58.4631668491933,-34.556647776448806
35377053/18,2019-08-27,MELIAN AV.,2299,2299,16,39,26,5d,Belgrano,13,C1430EXI,Obra Menor,272.45,-58.4693057579838,-34.566926312967
13663119/19,2019-06-07,MIGUELETES,1762,1762/64,17,23,129,37,Belgrano,13,C1426BVB,Micro Obra,,-58.444089789535504,-34.5593334664026
21219692/18,2019-06-25,"NAON, ROMULO",2217,2217,16,39,5,8,Belgrano,13,C1430EPI,Obra Menor,61.38,-58.4713026778586,-34.5688233665274
31941324/18,2019-06-12,"SUCRE, ANTONIO JOSE DE, MCAL.",1841,1841,16,25,38,10,Belgrano,13,C1428DVE,Obra Media,1495.35,-58.4500698014587,-34.560776518217104
24716382/18,2019-07-29,TUNEZ,2583,2583,16,27,57A,20,Belgrano,13,C1428ALA,Obra Mayor,767.5,-58.455201157303705,-34.5545404447157
6101842/18,2019-08-27,SUAREZ,737,737/41,4,6,5,15,Boca,4,C1162AEO,Micro Obra,,-58.3637225417815,-34.637063176656
32984871/18,2019-08-30,REGIMIENTO DE PATRICIOS AV.,722,722/30,4,10,65,,Boca,4,C1265AEN,Obra Mayor,4439.79,-58.369398042199705,-34.6368267684646
2124237/19,2019-08-20,NECOCHEA,684,684/86,4,6,59,8,Boca,4,C1158ACH,Obra Menor,217.18,-58.3615941476561,-34.6297573705955
3991481/17,2019-06-28,20 DE SETIEMBRE,469,469,4,6,6B,2,Boca,4,C1428APB,Obra Media,889.44,-58.364110996187804,-34.631095636325604
29413111/17,2019-07-30,"BROWN, ALTE. AV.",757,757/61,4,6,32,18,Boca,4,C1155AEE,Obra Mayor,3596.46,-58.3618407066855,-34.6318960424724
34502238/18,2019-08-08,"PALACIOS, ALFREDO L.",1186,1186/94,4,10,70,3K,Boca,4,C1167ABH,Obra Media,1500.83,-58.366727619277896,-34.6438711766635
13173527/18,2019-08-20,ARZOBISPO ESPINOSA,1007,1007/11,3,8,68,23,Boca,4,C1165AAA,Micro Obra,18,-58.3677744786126,-34.633338017582695
22702495/19,2019-09-11,ESPAÑA AV.,3301,3301,21,96,19,0000M,Boca,4,C1107AMZ,Obra Media,651.5,-58.3429631454003,-34.6239412980889
21809377/18,2019-06-07,IRALA,1631,1631,4,10,70,1y,Boca,4,C1164ACK,Obra Menor,150.83,-58.365851265044,-34.6438861778521
3904723/17,2019-06-28,"RODRIGUEZ, MARTIN",361,361,4,6,6f,1/2/3a,Boca,4,C1159AFC,Micro Obra,,-58.3636916016603,-34.631738100050995
25130141/18,2019-06-04,"RODRIGUEZ, MARTIN",587,587,4,6,23,31,Boca,4,C1159ADC,Obra Menor,60.52,-58.362153095246704,-34.6333789851113
18075818/19,2019-08-20,PINZON,1030,1030,4,10,78,5,Boca,4,C1161ADD,Obra Menor,129.6,-58.3671466523272,-34.6363849888189
20556989/18,2019-06-27,TARIJA,4064,4064/68,6,36,48,8,Boedo,5,C1253ACP,Obra Media,944.57,-58.4215729160779,-34.6298488565828
9665735/18,2019-07-25,MAZA,2278,2278/80,2,32,28,22B,Boedo,5,C1240ADV,Micro Obra,,-58.4131501631271,-34.6379633361965
20488720/18,2019-08-14,MUÑIZ,1987,1987/89,1,38,135,024a,Boedo,5,C1255ACP,Obra Menor,460.58,-58.423135835441705,-34.637655100534
27486685/18,2019-06-14,INDEPENDENCIA AV.,4368,4368,6,36,9,6,Boedo,5,C1226AAV,Micro Obra,21.35,-58.42718759734839,-34.62225138519911
21649882/19,2019-09-20,COCHABAMBA,4202,4202/20,6,36,19,1a,Boedo,5,C1252ABX,Obra Menor,393.46,-58.4239504802907,-34.6279959322308
24672628/19,2019-08-27,CASTRO BARROS,1401,1401/07,6,36,66,1c,Boedo,5,C1237ABG,Micro Obra,,-58.41819665859921,-34.6293007371373
35151049/18,2019-09-30,CASTRO,924,924/26,6,36,93,14,Boedo,5,C1217AAJ,Obra Media,1406.75,-58.420155595417995,-34.6233422660559
15243935/19,2019-07-10,BOEDO AV.,1893,1893/97,1,38,210,32,Boedo,5,C1239AAI,Obra Mayor,226.76,-58.4164202079656,-34.636004134181
29929280/18,2019-06-27,BOEDO AV.,1630,1630/40,2,32,37,15A,Boedo,5,C1239AAT,Obra Mayor,4875.39,-58.415695964316996,-34.6331918265278
11413294/19,2019-07-10,ALZAGA,2063,2063/65,2,32,31,36,Boedo,5,C1240AAA,Obra Mayor,121.15,-58.415042101530105,-34.6359474348923
35480268/18,2019-08-12,TREINTA Y TRES ORIENTALES,2155,2155/57,1,38,162,14,Boedo,5,C1257ACW,Obra Menor,125.84,-58.420418516400794,-34.6380713514303
14140746/19,2019-07-18,TREINTA Y TRES ORIENTALES,1910,1910,1,38,180,19,Boedo,5,C1257ACT,Obra Mayor,333.06,-58.420651228862106,-34.6359862808517
25629276/18,2019-06-06,ROJAS,482,482,7,45,19,38,Caballito,6,C1405ABF,Obra Media,1206.95,-58.443835837059005,-34.6154075214996
31267180/18,2019-06-25,THORNE,478,478/80,5,42,38,12,Caballito,6,C1406CYD,Obra Media,1224.73,-58.4504414649502,-34.630054910422004
25893071/18,2019-07-12,RIVADAVIA AV.,6126,6126/28,5,42,42,5,Caballito,6,C1406GLR,Obra Mayor,4440.97,-58.4523681614066,-34.6253929955227
33936408/18,2019-08-08,RIO DE JANEIRO,844,844/66,7,45,154,33a,Caballito,6,C1405CCN,Obra Mayor,10515.23,-58.4314631582326,-34.6056651859236
18804725/18,2019-08-20,RIO DE JANEIRO,746,746/60,7,45,153,34a,Caballito,6,C1405CCL,Obra Mayor,5089.12,-58.4310545835164,-34.6066957263843
30416615/18,2019-08-06,RIGLOS,516,516/22,6,40,70,16,Caballito,6,C1424AFL,Obra Media,2163.05,-58.4360073618202,-34.6248269282226
34248056/18,2019-08-21,PLANES,1183,1183/85,5,57,108,22,Caballito,6,C1405DBK,Obra Menor,181.76,-58.450742238254996,-34.6124460921974
3126536/17,2019-07-11,"GOYENA, PEDRO AV.",1311,1311/15,5,42,74,23,Caballito,6,C1406GWC,Obra Mayor,192.63,-58.4459024697731,-34.6269955896773
4606419/19,2019-08-08,MORELOS,444,444/46,5,57,42,26a,Caballito,6,C1406BQF,Micro Obra,,-58.455510831782505,-34.6204297008279
24422170/18,2019-07-15,MENDEZ DE ANDES,1128,1128/32,5,57,85,5,Caballito,6,C1405CVP,Obra Mayor,1036.64,-58.450377728121005,-34.616646346654804
31370337/18,2019-06-13,"MARECHAL, LEOPOLDO",862,862/86,7,45,99,33a,Caballito,6,C1405BMB,Obra Mayor,8296,-58.437891117926206,-34.6081410122676
4878441/16,2019-09-27,"MORENO, JOSE MARIA AV.",513,513/15,6,40,70,55,Caballito,6,C1424AAF,Obra Menor,295.54,-58.4347156067702,-34.624749718899395
8055319/18,2019-08-27,"ALBERDI, JUAN BAUTISTA AV.",833,833/35,6,40,38,35b,Caballito,6,C1424BYI,Micro Obra,,-58.43954204291121,-34.6226080946351
32777687/18,2019-09-27,HIDALGO,378,378/80,7,45,52,21,Caballito,6,C1405BCD,Obra Media,2399.78,-58.4397923451892,-34.6150039077786
28124468/19,2019-09-26,FRANKLIN,957,957/59,5,57,123,30,Caballito,6,C1405DEK,Obra Menor,417.47,-58.447597816927995,-34.6099294330476
19996599/19,2019-08-23,"VALLESE, FELIPE",820,820,7,45,23,2a,Caballito,6,C1405CWL,Obra Media,1409.87,-58.445032229835206,-34.6131946091623
28301879/18,2019-08-27,DIRECTORIO AV.,777,777/81,6,40,31,16,Caballito,6,C1424CIH,Obra Media,2207.11,-58.4382633473299,-34.6286690432789
15469399/19,2019-08-13,DIRECTORIO AV.,1621,1621/23,5,42,38,17,Caballito,6,C1406GZF,Micro Obra,,-58.4499681128401,-34.6300739183422
25757975/19,2019-09-20,DIRECTORIO AV.,1005,1005/09,6,40,13,8,Caballito,6,C1424CIK,Micro Obra,,-58.441899781036504,-34.6289753798836
33960391/18,2019-08-28,DIAZ VELEZ AV.,4916,4916/20,7,45,107,2,Caballito,6,C1405DCR,Obra Media,1103.76,-58.436346701249796,-34.6090206082509
27662558/18,2019-07-15,AVELLANEDA,438,438/40,7,45,95,7,Caballito,6,C1405CNR,Obra Mayor,1251.52,-58.4367971647465,-34.6138618095471
18568841/19,2019-09-20,"GALLARDO, ANGEL AV.",806,806,15,93,40,16,Caballito,6,C1405DJV,Obra Menor,276.11,-58.441772131940695,-34.6064567419253
12109034/19,2019-06-05,"ARANGUREN, JUAN F., DR.",1061,1061/65,5,57,103,21,Caballito,6,C1405CRU,Micro Obra,,-58.447946156420706,-34.616593887918
16152564/19,2019-07-01,"ARANGUREN, JUAN F., DR.",1096,1096,5,57,102,15B,Caballito,6,C1405CRV,Obra Mayor,96.45,-58.448310841688794,-34.6170915131209
33358940/18,2019-07-31,BACACAY,877,877,7,45,30,22,Caballito,6,C1405CFD,Obra Mayor,1372.55,-58.4420963365955,-34.6179344511907
23335955/19,2019-08-29,BERTRES,589,589,6,40,25B,28,Caballito,6,C1424AKG,Micro Obra,,-58.438419806494295,-34.6257928917288
20079140/19,2019-07-29,CURAPALIGUE,186,186,5,42,41,22,Caballito,6,C1406DAO,Obra Mayor,221.93,-58.452843992580604,-34.6274996214565
20079140/19,2019-09-17,CURAPALIGUE,186,186,5,42,41,22,Caballito,6,C1406DAO,Obra Menor,221.93,-58.452843992580604,-34.6274996214565
18757233/19,2019-08-30,"ALVAREZ, DONATO, TTE. GRAL.",715,715,5,57,45,23B,Caballito,6,C1406BOF,Micro Obra,,-58.457666811212995,-34.6172505733709
18757233/19,2019-09-20,"ALVAREZ, DONATO, TTE. GRAL.",715,715,5,57,45,23B,Caballito,6,C1406BOF,Micro Obra,,-58.457666811212995,-34.6172505733709
27164341/18,2019-06-25,"MITRE, EMILIO",301,301,5,42,87A,1,Caballito,6,C1424AYG,Micro Obra,,-58.443493595060794,-34.6253841280755
15242365/17,2019-09-27,"MACIEL, FRANCISCO A.",843,843,7,45,48B,12,Caballito,6,C1405AUA,Obra Menor,256.08,-58.444413144531495,-34.6109522550272
30100346/18,2019-06-28,"VALLESE, FELIPE",1375,1375,5,57,71,19,Caballito,6,C1405CWU,Obra Menor,276.12,-58.4540499120922,-34.6161293796308
15363898/18,2019-06-07,"VALLESE, FELIPE",829,829,7,45,24,31,Caballito,6,C1405CWK,Obra Media,858.65,-58.4453499964392,-34.6128320726284
34982933/18,2019-06-07,FORMOSA,86,86,6,40,143,42,Caballito,6,C1424BZB,Obra Menor,96.71,-58.429171572932,-34.6209269698972
26068819/18,2019-07-11,"ARAOZ ALFARO, GREGORIO, DR",329,329,7,45,94,28a,Caballito,6,C1405CIC,Obra Mayor,1778.27,-58.4357346860274,-34.6151822126958
13477503/18,2019-06-06,GAONA AV.,1973,1973/89,15,59,125,22a,Caballito,6,C1416DRH,Micro Obra,,-58.455728051995706,-34.612119287389305
14046980/17,2019-08-28,"BONIFACIO, JOSE",1460,1460,5,42,63,43,Caballito,6,C1406GXH,Obra Media,1522.93,-58.447411554136494,-34.6289657205439
10872986/17,2019-07-10,"BONIFACIO, JOSE",1502,1502,5,42,58,1C/1F,Caballito,6,C1406GXJ,Obra Mayor,1292.57,-58.4480637189324,-34.6290066582528
28640509/17,2019-08-29,"BONIFACIO, JOSE",1664,1664,5,42,31,3,Caballito,6,C1406GXL,Micro Obra,,-58.4513413600418,-34.629591441756894
13835498/18,2019-07-24,"BONIFACIO, JOSE",880,880,6,40,30,11,Caballito,6,C1424CHR,Obra Mayor,1140.17,-58.4398850137549,-34.6277793197016
9430251/18,2019-06-06,"GOYENA, PEDRO AV.",1631,1631/37,5,42,40,23a,Caballito,6,C1406GWF,Obra Mayor,6727.78,-58.4511656779184,-34.627946295032395
34359473/18,2019-06-10,PAYSANDU,651,651,5,57,95,13a,Caballito,6,C1405ANE,Micro Obra,17.93,-58.4506340269371,-34.6155756861668
13655889/19,2019-07-10,RAMOS MEJIA,729,729,7,45,153,21,Caballito,6,C1405CAC,Micro Obra,,-58.4315691255025,-34.6071288528716
24900499/19,2019-09-16,RAMOS MEJIA,627,627,7,45,152,11,Caballito,6,C1405CAA,Micro Obra,,-58.431082106526496,-34.6076324713874
