Expediente,FechaRegistro,Calle,Numero,AlturaObra,Zona,Seccion,Manzana,Parcela,Barrio,Comuna,CodigoPostal,Tipo,MetrosCuadrados,Longitud,Latitud
8943078/17,2019-08-28,RIGLOS,434,434,6,40,71,14,Caballito,6,C1424AFJ,Micro Obra,,-58.4360235026134,-34.623823895642
8719404/19,2019-06-27,"MARTINEZ, VICTOR",263,263,5,42,89,24A,Caballito,6,C1406CDE,Obra Mayor,3271.37,-58.4449143904183,-34.6248988328191
33561105/18,2019-09-24,"GARCIA, TEODORO",3724,3724/26,17,37,5,2,Chacarita,15,C1427ECF,Obra Media,992.56,-58.453404600880205,-34.5824871009659
29199341/17,2019-09-30,"NEWBERY, JORGE AV.",3764,3764/70,17,33,38,17,Chacarita,15,C1427EGQ,Obra Media,986.26,-58.44944158711721,-34.585686352015
30958421/18,2019-07-18,"NEWBERY, JORGE AV.",3431,3431/61,17,33,76,11/12/21,Chacarita,15,C1427EGA,Obra Mayor,7659.94,-58.44858631903279,-34.5818517029328
15827975/17,2019-07-19,"ARENAL, CONCEPCION",4778,4778/80,15,47,58,8,Chacarita,15,C1427ELB,Obra Mayor,308.83,-58.45593291047271,-34.5962699309474
27574680/19,2019-09-25,CHARLONE,169,169/75,17,33,61,22,Chacarita,15,C1427BXC,Obra Menor,243.32,-58.447668851460506,-34.584267483607896
21754760/19,2019-07-25,CASTILLO,1659,1659/67,17,33,58,22/23,Chacarita,15,C1414AXI,Obra Mayor,840.64,-58.443692093532704,-34.586313196075395
15598448/19,2019-07-11,"ARENAL, CONCEPCION",3560,3560,17,33,60,20,Chacarita,15,C1427EKD,Obra Mayor,400.7,-58.446407831586896,-34.584513213533505
33361366/18,2019-06-06,CHARLONE,8,8/10,17,33,48,2,Chacarita,15,C1427BXB,Obra Menor,170.85,-58.4454147989759,-34.5856301298095
8485678/18,2019-08-07,GUEVARA,1080,1080,15,49,158c,1,Chacarita,15,C1427BSB,Micro Obra,,-58.4590031421424,-34.5841351026901
35485308/18,2019-07-24,GUEVARA,1119,1119,15,49,159,18,Chacarita,15,C1427BSC,Obra Mayor,396.65,-58.4595264704725,-34.5838251813492
5123815/18,2019-08-22,GUEVARA,1190,1190,15,49,158E,1,Chacarita,15,C1427BSD,Micro Obra,,-58.4604004744666,-34.5840510950485
20796586/19,2019-07-23,"FREIRE, RAMON, CAP. GRAL.",2660,2660/76,16,41,59,36,Coghlan,12,C1428CZN,Obra Mayor,19.58,-58.4690049022788,-34.5616963737782
10993564/17,2019-07-29,QUESADA,3153,3153/55,16,41,77,19,Coghlan,12,C1429COY,Obra Mayor,747.86,-58.4707109021095,-34.5580133364575
17278875/17,2019-09-23,NUÑEZ,3422,3422/40,16,41,56,2a,Coghlan,12,C1429BXB,Obra Mayor,2784.04,-58.4762082891305,-34.555318933501894
35316430/19,2019-09-11,CONDE,2850,2850/76,16,41,49,29c,Coghlan,12,C1428DBN,Micro Obra,,-58.471518603323204,-34.560717956884
23719993/17,2019-06-05,NUÑEZ,3462,3462/64,16,41,56,6,Coghlan,12,C1429BXB,Micro Obra,,-58.476620512426,-34.5554536223635
27700586/18,2019-06-07,QUESADA,3810,3810/50,16,53,139,1c,Coghlan,12,C1430AXL,Obra Mayor,29326.25,-58.4775113525126,-34.5619115419668
26482816/17,2019-06-10,QUESADA,3921,3921/25,76,53,130A,9,Coghlan,12,C1430AXM,Obra Media,751.91,-58.4787887093812,-34.5623504104384
32784327/18,2019-07-11,"GARCIA, TEODORO",3333,3333/35,17,37,34,32,Colegiales,13,C1426DNK,Obra Mayor,897.49,-58.4513474352839,-34.578758329818605
17941843/18,2019-09-30,"FREIRE, RAMON, CAP. GRAL.",1042,1042/46,17,37,73,6,Colegiales,13,C1426AVV,Obra Media,1192.66,-58.4534918255175,-34.5752438526317
32884643/18,2019-06-28,PALPA,3338,3338/40,5,37,34,13,Colegiales,13,C1426DPL,Obra Media,897.25,-58.4519917093972,-34.5785491675342
10552104/19,2019-08-08,MOLDES,691,691/93,17,37,127,7,Colegiales,13,C1426ALA,Obra Media,1406.5,-58.44734281503101,-34.5723712601761
9039802/19,2019-08-26,"OLAGUER Y FELIU, VIRREY",2855,2855/59,17,37,114,13,Colegiales,13,C1426ECA,Obra Menor,129.32,-58.455370521890494,-34.5708047410258
32241828/18,2019-07-23,"ARREDONDO, VIRREY",2652,2652/62,17,37,133,04B-5A,Colegiales,13,C1426DZJ,Obra Mayor,3325.78,-58.4524089717194,-34.5693816646171
11255081/19,2019-09-11,"MARTINEZ, ENRIQUE, GRAL.",525,525/35,17,33,100,20,Colegiales,13,C1426BBG,Obra Menor,111.23,-58.449254943408604,-34.5790252344148
23798218/19,2019-09-16,DELGADO,842,842/52,17,37,24,9,Colegiales,13,C1426BDL,Obra Menor,363,-58.453550151804706,-34.578773790464695
20867697/19,2019-08-27,ZAPATA,431,431/35,17,35,109,21,Colegiales,13,C1426AEG,Micro Obra,14.23,-58.4418769652188,-34.572587234641
32665832/18,2019-07-29,AMENABAR,1376,1376/80,17,37,133,24,Colegiales,13,C1426AJX,Obra Mayor,1101.48,-58.4522291210462,-34.5692293587732
32930718/18,2019-07-18,"MATIENZO, BENJAMIN, TENIENTE",3132,3132,17,35,9A,2,Colegiales,13,C1426DBH,Obra Mayor,88.36,-58.4456610789888,-34.5790603025992
32763060/18,2019-07-19,CRAMER,1582,1582,17,37,114,21,Colegiales,13,C1426AOH,Obra Mayor,191.73,-58.4559557008415,-34.5704700312978
35315717/18,2019-06-27,"LACROZE, FEDERICO AV.",2814,2814,17,35,56,9,Colegiales,13,C1426CQO,Obra Media,1554.2,-58.4470240338054,-34.5738857726535
5612645/19,2019-06-18,OLLEROS,2964,2964,17,35,41,14,Colegiales,13,C1426CSF,Obra Menor,90.26,-58.4469237156781,-34.5760843427913
31413735/18,2019-08-13,SAN JOSE,1035,1035,12,14,32,34,Constitucion,1,C1076AAU,Obra Menor,181.29,-58.386085351726294,-34.620289149090006
33407269/18,2019-08-27,TACUARI,1051,1051/53,12,14,72,32,Constitucion,1,C1071AAU,Obra Menor,95.46,-58.378841349359206,-34.6202748066659
19959048/19,2019-07-29,"SAENZ PEÑA, LUIS, PRES.",1055,1055/69,12,14,23,40,Constitucion,1,C1110AAT,Obra Mayor,823.04,-58.38768508926471,-34.6207342465915
19196816/19,2019-07-31,ESTADOS UNIDOS,1184,1184,12,14,57,12,Constitucion,1,C1101AAX,Micro Obra,,-58.382710378809,-34.6187055914053
11550052/19,2019-06-13,PIEDRAS,1391,1391,12,4,1,7f,Constitucion,1,C1140ABC,Obra Media,1758.05,-58.376993837276004,-34.6248981452287
31384713/18,2019-09-24,SAN PEDRITO AV.,363,363/67,5,48,34,37,Flores,7,C1406EXD,Obra Mayor,3362.27,-58.468079188755,-34.635162095739396
24946683/19,2019-08-28,RIVERA INDARTE AV.,181,181/83,5,48,108,3,Flores,7,C1406DXC,Micro Obra,,-58.4619749698762,-34.6310320255513
20399430/18,2019-06-13,PUMACAHUA,270,270/72,5,42,18,9H,Flores,7,C1406DCF,Obra Media,1722.52,-58.4537028743252,-34.6294511315659
17569840/19,2019-06-28,PEDERNERA,289,289/95,5,48,97,025A,Flores,7,C1406EEE,Obra Menor,39.33,-58.4628884333776,-34.6327067557002
35455598/18,2019-08-15,NEUQUEN,2181,2181/83,5,65,118,26,Flores,7,C1406FOM,Obra Media,906.46,-58.46389378176271,-34.617429210655104
31575756/18,2019-08-15,NAZCA AV.,640,640/42,5,65,26,37,Flores,7,C1406AJS,Obra Media,1315.01,-58.4727156378594,-34.624911373867505
31810262/18,2019-07-11,CARACAS,953,953/59,5,65,107,25,Flores,7,C1406AZQ,Obra Mayor,561.4,-58.4652915745757,-34.6187393558858
21488281/18,2019-07-25,CARABOBO AV.,130,130/34,5,42,9,14,Flores,7,C1406DGO,Obra Mayor,2457.43,-58.45558457323529,-34.6283612766896
26868655/18,2019-07-15,BOYACA,602,602/14,5,65,125,024/025,Flores,7,C1406BHL,Obra Mayor,4468.82,-58.4612641482409,-34.6204216515335
13151328/17,2019-07-15,BOYACA AV.,542,542/44,5,65,124,29,Flores,7,C1406BHJ,Obra Mayor,219.86,-58.461075629955594,-34.621049137012
23548372/19,2019-08-08,BOYACA AV.,286,286/88,5,65,129,12,Flores,7,C1406BHD,Obra Menor,39.13,-58.4589860099298,-34.6238375958377
19965439/19,2019-08-14,ESTADO PLURINACIONAL DE BOLIVIA,805,805/07,5,65,68,18,Flores,7,C1406ADO,Obra Menor,487.28,-58.4688556692831,-34.621743844890105
24533360/18,2019-07-29,ARGERICH,731,731/35,5,65,27,15,Flores,7,C1406AMK,Obra Mayor,2117.14,-58.474081357431096,-34.6241258660074
34792999/18,2019-08-28,YERBAL,2109,2109/31,5,65,110B,9C,Flores,7,C1406GJW,Obra Mayor,3222.41,-58.4597029427961,-34.626356295573395
11965102/19,2019-08-26,ARGERICH,235,235,5,65,22,10d,Flores,7,C1406AMA,Obra Menor,271.87,-58.471868260665104,-34.6291653447335
17712821/19,2019-07-31,BACACAY,2885,2885,5,65,33,014b,Flores,7,C1406GDY,Obra Mayor,238.73,-58.4704017237995,-34.6282394116223
2869892/18,2019-07-12,BOYACA,693,693,5,57,7,13b,Flores,7,C1406BHK,Obra Mayor,2131.39,-58.4613747586903,-34.6194625791457
32669307/18,2019-08-02,CALCENA,278,278,5,57,19,1e,Flores,7,C1406BLD,Obra Media,570.07,-58.4569410164763,-34.623166696677195
22184176/18,2019-07-29,GAVILAN,651,651,5,65,114,11,Flores,7,C1406BBI,Obra Mayor,1288.78,-58.462732495900894,-34.6217642239998
22447894/18,2019-06-05,GRANADEROS,634,634,5,65,115,28,Flores,7,C1406BDL,Obra Media,1750.64,-58.46272573853479,-34.6206558450737
33442784/18,2019-06-27,HELGUERA,185,185,5,65,12,12,Flores,7,C1406APA,Obra Media,799.1,-58.4731364091274,-34.629328678162196
18903619/19,2019-07-10,"BONIFACIO, JOSE",2456,2456,5,48,106,7,Flores,7,C1406GYB,Obra Mayor,30.03,-58.461982814352105,-34.6329012254999
22058588/18,2019-06-07,NEUQUEN,1840,1840/46,5,57,32,4A,Flores,7,C1406FOH,Micro Obra,18.89,-58.4589827687335,-34.6162862053928
31566307/18,2019-06-07,PAEZ,3137,3137/39,5,65,9,20,Flores,7,C1406FRC,Obra Media,1372.53,-58.4768574954214,-34.6227995623433
25406444/19,2019-09-24,PILLADO,1115,1115,5,48,54,1e,Flores,7,C1406EVI,Obra Menor,233.46,-58.459136029138406,-34.6418454636682
25735137/19,2019-09-20,PUMACAHUA,220,220,5,42,18,9e,Flores,7,C1406DCF,Obra Media,1217.65,-58.4537886619579,-34.629228414903004
23555492/18,2019-07-18,QUIRNO,275,275,5,48,22,34,Flores,7,C1406EZE,Obra Mayor,1045.8,-58.46987884057611,-34.6346609613963
20374539/18,2019-07-05,TANDIL,3138,3138,5,48,7,10,Flores,7,C1406HBN,Obra Mayor,1135.9,-58.4701001011925,-34.637903027270106
15347842/17,2019-07-12,YERBAL,1870,1870,5,57,1,5,Flores,7,C1406GJR,Micro Obra,,-58.456888007101895,-34.62557926604
18746477/19,2019-07-18,RIVADAVIA AV.,8224,8224/28,1,54,158,4,Floresta,10,C1407DYR,Obra Mayor,101.07,-58.479163714586605,-34.6335881120314
13671225/19,2019-08-07,PERGAMINO,336,336/38,1,54,203,11,Floresta,10,C1406FHH,Obra Menor,128.1,-58.47240877714479,-34.6363172818048
33673752/18,2019-06-11,HAITI,3962,3962/66,15,79,040A,,Floresta,10,C1407FKB,Obra Menor,159,-58.488942636419104,-34.6235627525925
27336480/19,2019-09-24,"LAMARCA, EMILIO",612,612/14,1,77,128,19C,Floresta,10,C1407DFN,Obra Menor,365.41,-58.479993636891095,-34.6259476379768
24907358/19,2019-08-26,CHIVILCOY,1420,1420/22,15,83,70,10g,Floresta,10,C1407AFB,Micro Obra,25.86,-58.4915855994578,-34.6207196438858
33956746/18,2019-09-25,BACACAY,3321,3321/23,1,77,140,24,Floresta,10,C1407EDA,Obra Menor,52.95,-58.4760774073065,-34.6296871230854
34738223/18,2019-07-12,BACACAY,3475,3475,1,77,132,19,Floresta,10,C1407EDC,Obra Mayor,279.8,-58.477546189331896,-34.630008829833606
22989191/18,2019-06-27,ENSENADA,96,96,1,54,164,16,Floresta,10,C1407KEB,Obra Media,936.07,-58.4781572215446,-34.634265796080896
5010068/19,2019-06-06,URUNDAY,1312,1312,15,79,5D,19C,Floresta,10,C1407DKD,Micro Obra,18.36,-58.4938691289536,-34.6244409519312
13698941/19,2019-08-07,"SCHMIDL, ULRICO",5956,5956/58,1,60,006A,6,Liniers,9,C1440CFR,Obra Menor,426.51,-58.507181449000996,-34.6466272382576
33873635/18,2019-09-27,RIVADAVIA AV.,11674,11674/78,1,72,16,9,Liniers,9,C1408ABQ,Obra Menor,449.75,-58.5286518303127,-34.6396054022264
17846770/19,2019-07-31,RIVADAVIA AV.,10581,10581/99,1,95,33,18a,Liniers,9,C1408AAF,Micro Obra,,-58.5128387270432,-34.6390602031928
23037762/19,2019-09-17,MURGUIONDO,930,930/32,1,74,126,18,Liniers,9,C1408GYT,Micro Obra,,-58.5123330398802,-34.647807201376
24466841/19,2019-08-29,"LEGUIZAMON, MARTINIANO",7,7/13,1,72,115001,,Liniers,9,C1408GVA,Micro Obra,,-58.519869419742406,-34.639230902715894
17423426/16,2019-07-11,MURGUIONDO,151,151/55,1,72,123,26,Liniers,9,C1408GYC,Obra Mayor,1460.56,-58.5186258641418,-34.6409431410096
35443494/18,2019-08-29,MURGUIONDO,646,646/48,1,72,126,24,Liniers,9,C1408GYN,Obra Menor,95.61,-58.515972769699495,-34.6453564099852
23037762/19,2019-08-16,MURGUIONDO,930,930/32,1,74,126,18,Liniers,9,C1408GYT,Obra Mayor,3504.58,-58.5123330398802,-34.647807201376
18964098/19,2019-09-20,"SUAREZ, JOSE LEON",52,52/64,1,72,40B,4f,Liniers,9,C1408FNB,Obra Mayor,4915.82,-58.5269174158537,-34.6397827209978
19681590/19,2019-09-10,ACASSUSO,6795,6795,1,74,82,32,Liniers,9,C1408FEI,Obra Menor,488.59,-58.51648096061871,-34.6509005988736
20436617/19,2019-08-06,"GRANADA, NICOLAS, CORONEL",780,780,1,72,9A,12,Liniers,9,C1408FLB,Obra Menor,210.08,-58.5277051168771,-34.6474123450105
15480721/19,2019-06-18,"DE LA TORRE, LISANDRO",104,104,1,72,114,11B,Liniers,9,C1408GTD,Micro Obra,,-58.5210751000331,-34.6404356525592
30299749/17,2019-07-18,"DE LA TORRE, LISANDRO",309,309,1,72,96A,20,Liniers,9,C1408GTG,Obra Mayor,1133.74,-58.521005608341895,-34.6428447792658
35485389/18,2019-09-26,"LEGUIZAMON, MARTINIANO",632,632,1,72,118,25,Liniers,9,C1408GWN,Obra Menor,71.02,-58.5180359921128,-34.645103084590694
19160542/18,2019-06-26,PALMAR,6482,6482,1,72,130,7,Liniers,9,C1408EEB,Obra Menor,51.49,-58.517900910066004,-34.6435454007625
33870891/18,2019-06-27,"BOSCH, VENTURA",7053,7053,1,72,055B,24,Liniers,9,C1408ECO,Obra Menor,130.91,-58.525441985953705,-34.6425377117262
14552612/19,2019-08-23,TAPALQUE,6423,6423/25,1,76,140,13,Mataderos,9,C1440AFE,Obra Menor,93.2,-58.50548340611179,-34.6573976954676
12569433/18,2019-09-24,PIERES,1285,1285/89,1,74,128,25b,Mataderos,9,C1440CSI,Obra Media,1812.4,-58.5036106304344,-34.6520948455045
6626627/19,2019-08-20,GUARDIA NACIONAL,2154,2154/56,1,62,126,19,Mataderos,9,C1440DUJ,Obra Menor,254.07,-58.4816129442006,-34.6568019408699
30379188/18,2019-07-29,FONROUGE,2274,2274/76,1,62,30,19a,Mataderos,9,C1440CZD,Obra Mayor,859.99,-58.4903928206265,-34.6587156539166
29612814/17,2019-07-24,"PERON, EVA AV.",5801,5801/05,1,62,1,35a,Mataderos,9,C1439BSJ,Obra Mayor,628.44,-58.4875618281054,-34.6626745464052
33031856/18,2019-06-27,BRAGADO,6872,6872/76,1,76,96,7,Mataderos,9,C1440ADN,Obra Media,698.58,-58.5096511155086,-34.659429838131196
13934225/17,2019-06-14,ZELADA,6507,6507/09,1,74,95,32,Mataderos,9,C1440BXC,Obra Menor,95.92,-58.5100811896815,-34.6527351270529
24530450/18,2019-09-30,ANDALGALA,1850,1850/52,1,74,48,16,Mataderos,9,C1440ENL,Obra Media,1012.4,-58.5119526228061,-34.6576761408599
14647287/17,2019-08-27,ANDALGALA,1845,1845,1,74,39B,6,Mataderos,9,C1440ENK,Micro Obra,,-58.51240856051471,-34.6580966597456
16873637/19,2019-06-27,CAÑADA DE GOMEZ,1317,1317,21,74,062A,014A,Mataderos,9,C1408GNL,Obra Menor,195.78,-58.5157783474642,-34.6527267992028
12135225/16,2019-06-05,CORVALAN,1947,1947,1,62,72,33,Mataderos,9,C1440DJE,Obra Menor,345.95,-58.4878817492786,-34.65618785493211
20351494/18,2019-09-16,"SUAREZ, JOSE LEON",2171,2171,1,76,30,6,Mataderos,9,C1440EYM,Obra Media,622.94,-58.5144478385833,-34.662144070245105
16153946/19,2019-07-15,SALADILLO,3005,3005,17,76,9,39,Mataderos,9,C1440FGI,Obra Mayor,239.89,-58.504269267755795,-34.6709918939235
12602029/19,2019-08-13,ZELADA,6375,6375,1,74,113,30,Mataderos,9,C1440BWY,Obra Media,671.34,-58.5090346252112,-34.6517235059686
16134313/19,2019-07-25,ZELADA,7085,7085,1,74,50,,Mataderos,9,C1440BXM,Obra Mayor,131.97,-58.5137332911996,-34.656273610373894
35464553/18,2019-06-14,ZELADA,7160,7160,1,74,40,17,Mataderos,9,C1440BXP,Obra Menor,379.91,-58.514060041135394,-34.6571524168871
35316670/18,2019-07-19,"GARCIA GRANDE DE ZEQUEIRA, SEVERO",5565,5565,1,60,57,19,Mataderos,9,C1440BTE,Obra Mayor,761.42,-58.5012603990164,-34.6461092896785
32763340/18,2019-07-19,"CEVALLOS, VIRREY",341,341/57,13,12,13,5c,Monserrat,1,C1077AAG,Obra Mayor,8273.53,-58.3893418125265,-34.6130379684438
18469335/19,2019-08-15,TACUARI,589,589/91,13,12,72,28,Monserrat,1,C1071AAK,Obra Media,500.13,-58.3791101509566,-34.6150300793225
30016639/17,2019-06-12,LIMA,221,221/39,13,12,55,35,Monserrat,1,C1073AAE,Obra Menor,165.46,-58.3821200105798,-34.6112140070676
35444675/18,2019-07-29,MORENO,550,550/72,13,2,32,8a,Monserrat,1,C1091AAL,Obra Mayor,84.38,-58.374085738149006,-34.6118779272941
18863919/18,2019-06-13,MEXICO,99,99,13,2,74,0,Monserrat,1,C1097AAA,Obra Mayor,81124.63,-58.3676590052559,-34.614635121100804
16661981/17,2019-09-16,REPUBLICA BOLIVARIANA DE VENEZUELA,1146,1146,13,12,52,5,Monserrat,1,C1095AAX,Micro Obra,,-58.3823453770767,-34.6146019820429
7793615/18,2019-06-13,REPUBLICA BOLIVARIANA DE VENEZUELA,1267,1267,13,12,44,29,Monserrat,1,C1095AAY,Obra Media,546.54,-58.384055945959204,-34.6141390351052
17378521/19,2019-07-03,CERVANTES,1654,1654,15,85,24,49,Monte Castro,10,C1407BHD,Obra Mayor,30.19,-58.5065784173824,-34.6242981350723
34193835/18,2019-06-28,TREJO NEMESIO,5037,5037/37A,15,85,38D,16,Monte Castro,10,C1407GHA,Obra Media,943.11,-58.5067737633372,-34.6221355924433
17559148/19,2019-09-27,LASCANO,5110,5110/12,15,87,15a,14,Monte Castro,10,C1417HAF,Micro Obra,6.12,-58.5102118729212,-34.621462661631696
11900486/19,2019-08-07,LOPE DE VEGA AV.,1869,1869/73,15,81,002B,023A,Monte Castro,10,C1417COB,Obra Menor,410.22,-58.5133059177706,-34.6226711087396
19297256/19,2019-09-23,CERVANTES,2030,2030/34,15,87,016A,005A,Monte Castro,10,C1417CBD,Obra Media,1669.2,-58.51052655553921,-34.620849748457104
28214210/17,2019-08-16,ARREGUI,4445,4445,15,81,3A,31,Monte Castro,10,C1417GNQ,Obra Media,994.52,-58.5035541130013,-34.6153811538738
27166913/18,2019-08-28,RENQUE CURA,1861,1861,15,85,039A,12,Monte Castro,10,C1407CME,Obra Media,739.32,-58.507871317098896,-34.6215495165801
15447882/19,2019-09-23,SANTO TOME,4247,4247,15,81,30,33,Monte Castro,10,C1417GGM,Obra Media,1176,-58.502301471840894,-34.6132510475934
1743777/16,2019-08-21,TABARE,1566,1566/70,1,46,150,19,Nueva Pompeya,4,C1437FHL,Obra Menor,150.65,-58.4256478948984,-34.652825577817694
2047745/19,2019-08-20,SANTO DOMINGO,4389,4389,2,34,39B,17,Nueva Pompeya,4,C1437IDK,Obra Menor,141.18,-58.4093394775513,-34.6573678660217
5695633/19,2019-09-10,LA PLATA AV.,2854,2854/56,1,38,171,5A,Nueva Pompeya,4,C1437DHT,Obra Menor,214.85,-58.4180401929686,-34.6474809563856
9872967/17,2019-07-12,IGUAZU,1837,1837,2,34,84a,0,Nueva Pompeya,4,C1437EUS,Micro Obra,,-58.401820819051295,-34.6582438964832
20578816/19,2019-09-30,VEDIA,2214,2214,16,29,25,2,Nuñez,13,C1429EJL,Obra Menor,236.25,-58.4729086464828,-34.5391302430238
32107508/18,2019-06-13,O'HIGGINS,2857,2857/61,16,27,48B,1,Nuñez,13,C1429BBA,Obra Menor,107.45,-58.4589351578432,-34.5527676994365
17489615/19,2019-08-16,MOLDES,2981,2981/83,16,41,134,10/11,Nuñez,13,C1429AFA,Micro Obra,,-58.46570748480121,-34.556027516018894
32523530/18,2019-07-31,CONESA,2930,2930/32,16,41,90,1c,Nuñez,13,C1429ALB,Obra Mayor,391.82,-58.468670622100106,-34.558179612908305
10467875/18,2019-09-20,CABILDO AV.,4801,4801/61,16,29,12,4,Nuñez,13,C1429ABG,Obra Menor,469.26,-58.47429069654321,-34.540618994696395
17384109/19,2019-09-20,3 DE FEBRERO,3331,3331,16,27,65,19,Nuñez,13,C1429BFK,Micro Obra,,-58.460687045742795,-34.5480537324883
21201715/19,2019-09-27,11 DE SEPTIEMBRE DE 1888,3201,3201/05,16,27,75,009A,Nuñez,13,C1429BII,Obra Media,790.58,-58.45901470824779,-34.548510792055
23557479/17,2019-08-28,11 DE SEPTIEMBRE DE 1888,3966, 3966/74,16,29,82A,9A,Nuñez,13,C1429BIX,Micro Obra,,-58.4634801887882,-34.543137714777195
35436441/18,2019-09-20,3 DE FEBRERO,3396,3396,16,27,54,7,Nuñez,13,C1429BFL,Obra Menor,401.59,-58.46125701791139,-34.5477980034931
14628816/19,2019-08-23,AMENABAR,3465,3465,16,41,150,9,Nuñez,13,C1429AEK,Obra Menor,38,-58.4689453123368,-34.5513489271338
8083951/19,2019-07-02,ARCOS,3031,3031,16,27,39,17,Nuñez,13,C1429AZE,Obra Menor,35,-58.4617368839538,-34.5516689220894
33204965/18,2019-06-27,ARCOS,3558,3558,16,27,33,28b,Nuñez,13,C1429AZP,Obra Menor,368.06,-58.4650624316117,-34.547917828025696
